id,x1,y1,x2,y2,label
65736,109.5,130.5,422.5,501.49999999999994,1058
65740,109.5,127.49999999999999,389.5,359.5,2578
65750,135.805,135.805,431.75,427.825,1210
65751,201.5,266.5,378.5,450.5,2131
65755,62.50000000000001,68.5,372.5,447.5,1180
65773,259.5,259.5,776.5,634.5,1566
65775,34.5,34.5,405.5,463.5,1151
65776,5.3999999999999995,104.4,459.0,368.4,1308
65777,82.2,20.400000000000002,434.40000000000003,434.40000000000003,2099
65777,9.5,9.5,372.0,468.5,1565
65782,97.2,85.19999999999999,400.79999999999995,400.79999999999995,2578
65791,40.599999999999994,64.38000000000001,454.72,311.46,1566
65791,220.5,318.5,379.0,411.5,2053
65795,251.5,251.5,880.5,650.5,1588
65801,160.5,286.5,378.0,470.5,2504
65814,126.03999999999999,274.74,495.4,445.74,2944
65818,57.5,229.5,411.0,450.5,2944
65819,74.5,74.5,172.0,266.5,2578
65820,28.437462997436523,28.437462997436523,360.2649629974365,385.3274629974365,1453
65820,21.55375,21.55375,360.4,366.41375,1022
65821,79.7,159.89875,251.12624999999997,251.12625,1156
65821,68.6725,195.98875,287.21625,303.25624999999997,2388
65821,52.63250000000001,140.85125,351.37624999999997,351.37624999999997,1384
65825,111.14625000000001,111.14625000000001,703.7724999999999,688.69125,2747
65825,304.35375,304.35375,745.3225,707.38875,1108
65825,88.29375,88.29375,593.665,447.70124999999996,1069
65825,101.29749999999999,308.50875,719.85375,817.49625,1082
65825,19.736250000000002,19.736250000000002,614.4399999999999,377.06624999999997,1078
65828,56.49999999999999,56.49999999999999,504.5,558.5,2618
65830,5.405,690.4887500000001,895.87875,1003.97875,1126
65830,60.80625,20.26875,1067.4875,1044.5162500000001,1143
65830,347.27124999999995,14.86375,1062.0825,990.4662500000001,1032
65830,318.895,393.21375,998.5737499999999,998.5737499999999,1565
65830,2.7025,398.61875000000003,736.43125,760.75375,2022
65831,10.5975,10.5975,454.515,454.515,2730
65831,5.8875,5.8875,373.85625,170.73749999999998,1032
65832,93.4875,27.0075,611.32375,353.175,1468
65832,142.5,498.5,712.0,794.5,1058
65847,77.5,77.5,917.5,948.5,2413
65848,23.55,59.46375,295.55249999999995,469.23375,1150
65848,231.37875,231.37875,448.6275,468.05625000000003,2350
65857,225.5,255.5,367.0,455.5,2504
65865,71.67875,71.67875,305.26249999999993,283.20625,2512
65868,109.03999999999999,354.38,459.93999999999994,459.94,1022
65868,67.28,346.26,461.1,461.1,1040
65868,128.18,128.18,291.15999999999997,230.26000000000002,2022
65869,150.135,282.59125,398.70125,398.70125,1587
65882,30.500000000000004,30.500000000000004,1056.5,954.5,633
65896,13.499999999999998,13.499999999999998,726.5,734.5,2836
65901,128.5,128.5,636.5,560.5,2053
65902,63.5,63.5,750.5,684.5,1560
65903,26.5,92.5,700.5,744.5,1010
65910,42.5,114.5,296.0,398.5,1482
65910,94.53999999999999,94.53999999999999,282.46,326.54,1831
65928,156.5,156.5,493.5,473.5,1040
65928,35.5,136.5,421.00000000000006,528.5,2934
65929,170.625,292.83625,468.70875,519.93375,2620
65953,61.5,118.5,369.5,391.5,3080
104290,21.5,21.5,362.5,354.5,1670
65982,78.30000000000001,78.30000000000001,342.78000000000003,436.74,1203
65989,86.5,86.5,372.5,344.5,1180
65999,10.5,10.5,331.0,345.5,1013
66000,26.500000000000004,26.500000000000004,370.5,299.5,2578
66001,68.17125,201.50249999999997,274.685,274.685,1098
66001,59.5,59.5,192.5,191.5,1024
66001,108.5,215.5,321.0,368.5,1942
66001,127.3175,51.1275,335.83750000000003,335.83750000000003,1468
66004,78.57125000000002,313.6925,492.575,492.575,1116
66004,83.5,309.5,541.0,635.5,1069
66004,300.0,557.5,928.0,950.5,1007
66004,182.5,182.5,743.5,549.5,1942
66009,70.635,70.635,600.3975,648.1800000000001,1026
66009,47.7825,47.7825,677.8037499999999,513.1425,5641
66009,384.87624999999997,525.6075,659.10625,810.225,2952
66017,118.5,118.5,376.5,339.5,2934
66018,38.5,38.5,430.5,434.5,1040
66019,29.580000000000002,110.19999999999999,353.79999999999995,353.79999999999995,2578
66023,79.53,79.53,368.73,368.73,2618
66024,45.79,45.79,343.425,343.425,1010
66024,22.5,22.5,465.5,465.5,1956
66034,98.5,98.5,307.5,363.5,2504
66046,116.49999999999999,177.5,491.5,470.5,1157
66062,77.5,255.5,701.5,655.5,2634
66068,151.96,307.97999999999996,368.29999999999995,419.34000000000003,1198
66068,37.12,100.34,343.94,343.94,1157
66068,168.78,168.78,342.20000000000005,354.38,1214
66069,90.5,134.5,271.0,382.5,2530
66076,60.00000000000001,133.5,586.5,392.5,2939
66084,88.725,49.64375,743.6,715.08125,1060
66084,66.54375,66.54375,804.8625,810.14375,1889
66089,136.5,136.5,292.5,321.5,2620
66097,75.5,203.5,888.5,978.5,2303
66099,134.5,134.5,896.5,1004.5,1198
66101,53.5,53.5,903.5,975.5,1198
66105,218.49999999999997,218.49999999999997,672.5,625.5,2618
66139,144.92499999999998,248.26125000000002,770.2524999999999,534.9562500000001,1520
66140,0.0,0.0,410.0852745819092,210.86624999999998,1157
66140,121.59867187500001,121.59867187500001,238.34212570190425,206.77617187500002,1198
66140,61.82499999999998,183.85875000000001,314.74125,314.74125,2895
66140,51.20066207885742,42.890662078857424,124.84765655517576,105.21566207885742,2099
66140,7.573162078857422,1.340662078857422,160.16515655517577,142.61066207885742,1151
66140,65.44125,65.44125,793.1049999999999,678.30375,2729
66140,49.35999999999998,269.03625,682.45875,755.17125,1482
66144,69.6,123.53999999999999,310.29999999999995,379.9,1469
66144,185.02,185.02,409.47999999999996,393.82,3358
66146,121.22,121.22,307.4,342.78000000000003,2618
66148,45.5,45.5,918.5,1047.5,1078
66154,107.5,233.49999999999997,357.0,425.5,1032
66154,53.940000000000005,53.940000000000005,235.48,220.98,3358
66154,104.98,104.98,357.28000000000003,365.97999999999996,1469
66157,7.2299999999999995,239.19250000000002,418.7375,470.55249999999995,1469
66157,22.2925,22.2925,374.755,436.8125,1065
66160,17.5,17.5,461.5,439.5,1033
66178,215.5,215.5,940.5,819.5,1198
66180,175.5,243.49999999999997,554.5,485.50000000000006,1310
66185,135.5,135.5,509.5,558.5,1566
66219,126.31249999999999,366.34374999999994,820.53125,917.28125,3532
66219,344.84375,105.65624999999997,946.0,734.53125,1022
66223,111.68499999999999,142.30875,738.55125,738.55125,2742
66223,183.85875000000001,165.16125,714.16,626.36625,1082
66223,51.43749999999997,65.44125,798.79875,798.79875,1040
66224,75.5,75.5,740.5,736.5,1496
78292,116.57999999999998,116.57999999999998,393.24,346.26,2562
66228,35.5,35.5,439.5,422.5,2841
66240,63.50875,63.50875,995.87125,1039.1112500000002,732
66242,59.455,85.12875,570.2275,733.72875,1181
66242,25.673750000000002,25.673750000000002,935.0649999999999,749.94375,5641
66243,66.0,83.5,353.5,348.5,1032
66243,156.5,309.5,605.5,569.5,387
66247,128.0,187.5,376.0,451.5,3358
66247,166.46,82.94,461.68000000000006,349.74,1032
66247,10.5,10.5,298.5,278.5,1469
66248,23.200000000000003,50.46,290.58,428.62,1469
66248,73.66,73.66,361.91999999999996,378.74,3358
66248,14.5,7.54,273.76,195.46,1032
66293,170.50000000000003,217.5,432.0,535.5,1061
66294,82.5,82.5,443.5,483.5,1536
66296,71.92,164.14000000000001,330.6,317.26,1310
66299,91.0,200.5,704.5,583.5,1853
66309,45.24,66.69999999999999,355.54,355.54,1483
66309,82.94,82.94,400.20000000000005,316.1,1728
66311,31.981432228088376,13.83393222808838,882.3214322280884,882.3214322280884,1026
66312,297.0,319.5,762.5,757.5,1506
66313,247.58374999999998,247.58374999999998,851.63625,851.63625,1022
66313,6.5,6.5,1025.5,998.5,1513
66318,36.5,36.5,1025.5,951.5,1513
66319,523.81125,523.81125,971.0575,859.1887499999999,1212
66320,46.67625,46.67625,1289.1475,1363.9837499999999,1352
66320,1.72875,1.72875,1354.84,1363.9837499999999,2973
66322,31.5,31.5,1009.5,812.5,1198
66325,119.523175201416,203.64419860839845,675.2366986083985,675.2366986083985,2742
66325,93.63687103271484,41.69937103271484,548.5737145996093,293.07687103271485,1068
66325,312.66375,281.50124999999997,514.18125,514.18125,1108
66325,151.15749999999997,460.16625,686.61375,686.61375,1078
66325,61.286249999999995,61.286249999999995,344.365,503.79375,1032
66325,242.02875,125.68875,798.7987499999999,798.79875,1040
66326,253.5,253.5,414.5,423.5,2131
66329,206.45499999999998,123.245,408.985,408.985,1210
66330,90.37125,7.271250000000001,543.805,431.08125,1007
66331,68.6589274597168,93.64572479248046,296.0857247924805,296.0857247924805,2807
66331,178.94886184692382,205.71072479248048,428.3838618469238,443.09572479248044,1022
66331,5.989403076171875,53.64073974609375,309.1007397460938,309.1007397460938,1789
66331,8.5,8.5,399.5,202.5,1478
66333,150.61875,150.61875,757.7874999999999,663.76125,1311
66381,62.5,62.5,332.5,289.5,1151
66390,81.0,223.5,297.0,325.5,2053
66402,192.5,192.5,824.5,849.5,1545
66403,72.5,72.5,937.5,981.5,1308
66404,281.06,322.94875,1001.2762499999999,1001.27625,2053
66404,110.8025,79.72375,993.1687499999999,993.1687499999999,2099
66404,17.56625,17.56625,983.71,1012.0862500000001,1566
66408,197.5,197.5,420.5,360.5,1228
66410,68.70125,68.70125,926.81875,926.81875,1154
66411,97.5,97.5,508.5,485.5,1569
66412,233.71875,233.71875,637.2924999999999,491.32875000000007,2742
66412,219.17624999999998,219.17624999999998,764.02,694.92375,1108
66412,36.5,36.5,792.5,750.5,1040
66414,149.07999999999998,161.00625,572.89,634.67625,1323
66414,36.356249999999996,36.356249999999996,695.4625,678.30375,2738
66414,26.5,26.5,790.5,752.5,1513
66427,91.06,91.06,454.71999999999997,374.1,3358
66427,55.68,40.019999999999996,267.38,267.38,1469
66443,61.0,73.5,304.0,445.5,2501
66456,154.8425,154.8425,435.005,317.5175,1068
66456,188.58249999999998,166.8925,448.8625,448.86250000000007,1078
66456,21.5,113.5,379.0,441.5,1478
66460,39.5,39.5,384.5,433.5,2504
66465,67.5,67.5,926.5,893.5,1422
66482,35.5,35.5,779.5,804.5,1040
66487,64.29674835205078,31.056748352050786,454.3174863433838,143.2417483520508,2750
66487,246.7419004821777,496.4167483520508,760.2592483520508,760.2592483520508,1078
66487,15.20697273254392,145.31924835205078,639.7642483520508,639.7642483520508,1788
66487,121.53375,121.53375,701.6949999999999,426.92625000000004,1010
66499,34.27875,34.27875,710.0049999999999,709.46625,1789
66502,6.48125,6.48125,937.9849999999999,978.6687499999999,1010
66505,26.5,224.5,998.5,775.5,1327
66515,203.0,246.5,305.65999999999997,305.65999999999997,1212
66515,42.5,66.5,392.5,408.5,1033
66516,44.5,44.5,396.5,334.5,732
66517,82.5,82.5,368.5,314.5,2841
66520,204.3075,68.70125,1025.33375,1025.33375,1009
66521,117.95875000000001,102.40375,779.8425,919.04125,1010
66522,112.5,112.5,368.5,334.5,732
66526,121.53375,121.53375,693.385,605.5912500000001,1311
66562,238.30625000000003,238.30625000000003,452.725,369.11875000000003,2053
66562,20.474999999999998,166.64375,286.08125,286.08125,2022
66562,118.50000000000001,352.5,449.0,450.5,2504
66562,9.668750000000001,9.668750000000001,448.175,349.78125,1566
66565,79.05624999999999,79.05624999999999,370.25624999999997,397.55625000000003,2578
66576,42.339999999999996,42.339999999999996,374.1,426.29999999999995,1203
66576,20.299999999999997,20.299999999999997,300.44,434.42,1566
66583,160.3875,329.30625,432.81875,452.15625,1154
66583,52.325,151.85625,416.325,429.40625,1187
66583,3.98125,3.98125,307.125,200.76874999999998,1157
66584,131.5,131.5,274.0,361.5,2504
66586,9.5,98.5,294.0,416.5,2501
66587,56.50000000000001,157.5,734.5,755.5,1893
66595,170.2575,217.55125,963.4412499999999,963.44125,6404
66595,45.5,67.5,1052.5,1069.5,1032
66596,123.5,177.5,707.5,944.5,1545
66604,366.5696760559082,485.53345825195316,722.3684582519531,722.3684582519531,1980
66604,51.43749999999997,73.75125,550.0375,543.26625,2738
66604,44.5,44.5,750.5,800.5,1505
66610,127.76625,106.99125000000001,751.555,485.09625000000005,1348
66619,93.5,122.50000000000001,417.5,332.5,732
66622,20.5,59.5,788.5,887.5,1198
66623,145.805,224.7325,358.4875,468.1425,1478
66623,7.8325000000000005,7.8325000000000005,242.8075,242.8075,1789
66624,17.5,51.5,472.5,448.5,1033
66629,112.5,155.5,781.5,564.5,2237
66632,22.4,22.4,500.48,474.24,1014
66632,52.48,49.28,420.48,420.48,2022
66633,25.5,25.5,374.5,160.5,2578
66641,86.42,86.42,342.20000000000005,212.85999999999999,1384
66641,111.36,154.85999999999999,313.20000000000005,341.62,2303
66652,10.80625,10.80625,406.0875,223.51875,1085
66652,45.5,182.56875,424.85625,424.85625,1788
66657,113.67999999999999,115.42,379.32,356.70000000000005,1310
66661,86.43656593322754,86.43656593322754,581.1109226226806,458.30906593322754,2742
66661,7.720922622680638,7.49156593322754,493.62656593322754,493.62656593322754,1040
66661,111.59592262268063,477.00656593322753,701.3765659332275,701.3765659332275,1068
66661,40.73156593322754,40.73156593322754,558.2584226226807,333.6590659332275,1078
66661,196.54406593322753,138.37406593322754,718.2259226226806,427.1465659332276,1108
66661,361.12006805419924,361.12006805419924,708.2982013702392,639.5050680541992,1138
66661,289.8069766998291,302.4815400695801,782.38404006958,782.38404006958,1094
66665,79.98375,79.98375,778.5625,458.08875,1788
66665,16.119999999999973,188.01375000000002,649.21875,659.6062499999999,1014
66675,51.04,288.26,357.86,357.86,2750
66675,23.5,23.5,435.5,235.50000000000003,1013
66675,101.0,200.5,259.0,291.5,2734
66683,40.5,125.50000000000001,412.5,463.5,2923
66684,9.5,11.5,466.5,476.5,1040
66710,73.36875,5.1187499999999995,242.2875,218.96875,1566
66710,8.53125,0.0,291.2,193.94375,2053
66710,45.0,242.5,339.0,392.5,2512
66723,55.50000000000001,55.50000000000001,645.5,730.5,1566
66727,62.64,318.42,403.1,403.1,2750
66727,13.5,217.5,309.0,337.5,2734
66728,59.50000000000001,59.50000000000001,394.5,279.5,1013
66728,84.5,257.5,306.0,334.5,2734
66741,158.5,158.5,681.5,638.5,1151
66743,150.5,150.5,262.5,341.5,2512
66744,174.0,286.5,373.0,424.5,1151
66744,10.5,10.5,393.5,384.5,1154
66763,89.46166213989258,89.46166213989258,976.5145755004881,919.0616621398925,1469
66764,74.68625,74.68625,321.30249999999995,272.17875,1221
66766,76.69125,76.69125,322.30499999999995,293.23125,1022
66767,42.5,42.5,962.5,977.5,3358
66768,425.64375,425.64375,1047.21875,1049.9212499999999,1294
66768,39.186249999999994,39.186249999999994,559.4174999999999,374.29625,1116
66768,41.88875,41.88875,726.9725,793.18375,1032
66768,82.42625,82.42625,1006.68125,1006.68125,1069
66770,155.44,324.21999999999997,417.02000000000004,417.02000000000004,1967
66770,140.94,140.94,370.04,321.9,1056
66770,59.74,59.74,380.47999999999996,208.22,1150
66770,60.32,133.98,326.54,356.70000000000005,1181
66770,64.38000000000001,64.38000000000001,273.76,169.94,1061
66771,30.123749999999998,30.123749999999998,578.58375,642.98625,2742
66771,55.59249999999997,69.59625,771.79125,771.79125,1040
66771,393.68625000000003,393.68625000000003,628.9825,632.59875,1138
66771,275.80749999999995,551.57625,769.71375,792.56625,1078
66771,174.01,335.51625,586.8937500000001,586.8937500000001,1108
66771,138.15375,138.15375,568.735,503.79375,1094
66771,127.76625,40.511250000000004,581.1999999999999,291.88875,1068
66781,141.52,289.42,385.70000000000005,410.06,2131
66823,12.5,12.5,384.5,354.5,1151
66825,111.475,280.39375,342.95625,342.95625,2728
66825,49.48125,13.08125,390.1625,364.56875,1038
66825,4.5,4.5,447.5,444.5,630
66826,172.5,172.5,943.5,995.5,1061
66829,119.5,119.5,974.5,964.5,2841
66830,11.66625,11.66625,1023.5375,1014.96375,1307
66833,123.49999999999999,123.49999999999999,262.0,359.5,2524
66837,302.815,466.39875,663.76125,734.39625,1056
66837,49.35999999999998,69.59625,701.15625,701.15625,1040
66839,198.40125,198.40125,797.26,780.1012499999999,1085
66839,3.654999999999973,123.61125,451.85625,568.19625,1010
66839,17.65875,17.65875,363.0625,283.57875,2973
66843,34.22,34.22,316.68000000000006,377.58000000000004,2970
66873,53.5,53.5,752.5,722.5,1627
66882,75.4,127.02,307.4,383.38,2053
66882,81.5,92.5,375.5,399.5,1607
66884,9.5,9.5,436.5,410.5,1607
66911,37.5,37.5,339.5,432.5,1588
66927,41.5725,41.5725,419.34,407.8925,1010
66927,30.7275,19.8825,396.445,448.8625,1294
66933,64.5,64.5,402.5,389.5,2841
66940,188.01375000000002,188.01375000000002,622.2112500000001,622.2112500000001,2742
66940,238.4125,302.27625,593.12625,593.12625,1108
66940,75.5,75.5,668.5,682.5,1026
66941,86.75499999999997,98.68124999999999,809.18625,823.72875,1107
66941,5.1937500000000005,5.1937500000000005,791.0275,819.57375,1468
66941,113.76249999999997,142.30875,614.4399999999999,682.45875,3100
66946,138.5275,126.83624999999999,477.32500000000005,528.62625,1323
66946,135.1225,196.63875000000002,399.23625000000004,559.27125,2736
66946,98.5,108.49999999999999,480.5,548.5,1496
66954,172.5,172.5,289.0,319.5,2504
66961,102.5,102.5,359.5,325.5,2388
66973,172.10375,162.75875,389.375,273.34125,1068
66973,10.5,10.5,613.5,318.5,1040
66976,25.5,25.5,630.5,802.5,2923
66978,55.50000000000001,55.50000000000001,758.5,703.5,1085
66988,107.88000000000001,52.78,310.88,256.94,1033
66988,127.02,101.5,386.28000000000003,201.26000000000002,1010
66988,4.5,4.5,346.5,107.5,1565
66988,206.0,275.5,399.0,461.5,1853
66988,107.88000000000001,243.02,320.74,320.74,1060
66992,85.5,85.5,390.5,373.5,1565
67020,6.25625,6.25625,349.78125,394.14375,2022
67021,105.5,105.5,232.99999999999997,309.5,2512
67031,49.5,49.5,459.50000000000006,666.5,2501
67039,80.03999999999999,191.98,423.4,422.82,1154
67039,91.06,69.02,364.24,297.54,1203
67039,69.5,69.5,370.5,294.5,1565
67053,222.38125,222.38125,378.21875,378.21875,1154
67068,53.51499999999998,291.88875,485.09625,485.09625,1310
67068,223.87,584.81625,715.69875,807.10875,1893
67068,53.51499999999998,366.67875,755.17125,755.17125,1853
67068,21.81375,21.81375,737.0125,726.0862500000001,1915
67068,209.32750000000001,77.90625,500.1775,391.60875,1879
67068,302.27625,237.87375,622.2112500000001,622.2112500000001,2053
67068,171.39374999999998,171.39374999999998,649.7574999999999,647.14125,1565
67076,67.67,52.63125,376.43874999999997,376.43874999999997,1536
67077,372.91125,341.74875000000003,576.50625,576.50625,1879
67077,161.00625,161.00625,753.6324999999999,726.0862500000001,2053
67077,38.972499999999975,356.29125,599.35875,813.3412500000001,1853
67077,23.89125,0.0,537.5725,391.60875,1893
67077,133.5,133.5,823.5,756.5,1565
67079,43.24,52.698750000000004,706.70375,706.70375,1022
67079,366.18874999999997,366.18874999999997,622.9262500000001,658.05875,1144
67079,668.5,668.5,1002.5,979.5,2836
67079,8.1075,274.30375,812.1012499999999,812.1012499999999,1032
67079,298.62624999999997,231.06375,662.1125000000001,439.15625,2022
67079,364.83750000000003,609.4137499999999,828.31625,828.31625,2952
67082,53.49999999999999,53.49999999999999,304.5,298.5,2620
67083,96.74125,96.74125,352.37999999999994,268.16875,2578
67097,111.76522750854492,97.73022750854493,304.8029188537597,177.93022750854493,1102
67097,97.28541885375978,197.9802275085449,361.3877275085449,361.3877275085449,2935
67097,81.70500000000001,77.69375000000001,209.02125,209.02125,1069
67097,90.72625000000001,53.633750000000006,223.0575,192.98125000000005,1119
67097,80.70125,16.54125,369.42125,369.42125,1789
67100,161.82,161.82,433.26,433.26,1010
67100,185.02,185.02,406.0,444.86,1308
67100,56.839999999999996,180.38,346.26,422.82,2970
67100,35.38,35.38,249.39999999999998,267.38,1084
67104,88.5,161.5,355.5,373.5,2303
67105,195.99,211.02625,274.18375,285.21125,2961
67105,103.75874999999999,103.75874999999999,268.16999999999996,175.93875,1384
67106,123.5,123.5,327.5,335.5,2303
67110,34.5,34.5,427.5,434.5,2923
67111,29.5225,29.5225,395.23999999999995,404.2775,1040
67117,141.0,349.5,450.0,452.5,2512
67125,21.5,21.5,396.5,431.5,1154
67142,171.68,198.94,335.82,374.1,1214
67142,6.5,208.5,270.0,323.5,2952
67142,218.5,218.5,436.5,290.5,1348
67142,6.5,6.5,402.5,200.5,2898
67144,57.5,182.5,260.0,322.5,2952
67144,78.5,78.5,414.5,349.5,2898
67147,51.62,51.62,312.62,353.21999999999997,1214
67151,45.5,45.5,657.5,750.5,1893
67154,79.5,79.5,404.5,352.5,1187
67156,13.50375,13.50375,624.8274999999999,711.5437499999999,1307
67161,107.0,276.5,397.0,419.5,2952
67161,22.5,22.5,383.5,339.5,2898
67162,51.04,67.86,335.82,397.29999999999995,1788
67162,4.64,40.019999999999996,392.08,379.9,1004
67164,39.5,39.5,454.5,402.5,1040
67185,47.20625,47.20625,449.3125,393.00625,1151
67190,79.5,79.5,778.5,650.5,3220
67191,77.5,77.5,706.5,783.5,1607
67205,30.5,30.5,374.5,183.5,2578
67214,8.977500000000001,65.54874999999998,401.56375,451.58125,1566
67214,61.0,242.5,402.0,451.5,2053
67214,46.0,71.5,382.5,272.5,1203
67215,46.5,46.5,370.5,296.5,1151
67228,75.82875,0.0,640.9087499999999,640.9087499999999,2742
67228,236.335,217.09875,765.55875,765.55875,50
67228,215.02124999999998,215.02124999999998,813.88,802.95375,1040
67228,103.37499999999997,350.05875000000003,686.61375,686.61375,1138
67228,19.736250000000002,19.736250000000002,732.8575,327.20625,1078
67228,68.05749999999998,121.53375,412.3837500000001,412.38375,1082
67233,71.67375,71.67375,597.28125,624.2887499999999,1311
67233,100.75874999999999,100.75874999999999,739.0899999999999,663.76125,2736
67233,14.5,14.5,796.5,781.5,1490
67237,298.66,239.95125000000002,685.0749999999999,472.63124999999997,1311
67237,161.545,275.26875,608.2075,630.52125,2736
67237,61.82499999999998,44.66625,753.6324999999999,680.38125,1490
67240,216.92000000000002,182.7,355.54,355.54,2711
67240,31.900000000000002,31.900000000000002,364.24,374.1,1004
67240,42.339999999999996,42.339999999999996,330.6,328.86,1788
67241,54.519999999999996,75.98,418.76,396.14,1033
67254,126.49999999999999,150.5,312.5,352.5,2512
67281,183.5,233.49999999999997,377.5,452.5,1113
67281,39.5,39.5,254.50000000000003,350.5,1505
67282,236.335,256.57125,676.765,659.6062499999999,2742
67282,23.5,23.5,770.5,795.5,1040
67317,2.9000000000000004,2.9000000000000004,392.08,288.26,2131
67327,108.5,108.5,688.5,648.5,3220
67329,121.53375,121.53375,643.5250000000001,715.69875,2099
67329,75.5,75.5,680.5,720.5,1560
67333,154.85999999999999,154.85999999999999,339.88,316.1,1237
67341,125.50000000000001,125.50000000000001,341.5,354.5,1180
67348,154.85999999999999,40.019999999999996,408.9,408.9,1538
67350,94.5,99.5,356.5,339.5,2498
67355,218.5,218.5,410.5,321.5,2578
67356,404.02375,404.02375,1031.00375,1031.00375,1889
67359,43.60875,43.60875,329.3225,265.16125,2578
67360,124.77918762207031,68.63918762207031,355.3541876220703,355.3541876220703,2730
67360,11.496687622070313,11.496687622070313,227.0341876220703,227.0341876220703,2935
67361,9.52375,9.52375,368.41999999999996,362.40375,1166
67362,92.73125,92.73125,345.36125,345.36125,1565
67366,713.46,822.91125,966.1437500000001,966.1437500000001,1069
67366,271.60125,271.60125,790.4812499999998,793.1837499999999,1068
67366,241.87375,241.87375,986.4125,985.06125,1788
67366,64.5,64.5,1029.5,1019.5,1040
67367,109.5,109.5,397.5,415.5,2022
67376,19.736250000000002,1.03875,481.48,318.89625,387
67376,483.01875,483.01875,778.5625,809.18625,1068
67376,181.78125,181.78125,772.33,503.79375,1108
67376,133.99875,133.99875,425.38749999999993,364.60125,1078
67376,68.05749999999998,327.20625,595.20375,798.79875,1094
67380,138.5,166.5,460.5,613.5,1468
67399,124.69999999999999,124.69999999999999,371.20000000000005,339.29999999999995,2512
67417,18.54750000000001,40.60125,400.49875000000003,400.49875000000003,1980
67417,30.576249999999998,30.576249999999998,373.43125000000003,394.48375,1061
67417,5.51375,0.50125,389.47249999999997,372.42875,1069
67428,63.13125000000001,63.13125000000001,451.58750000000003,380.49375000000003,1352
67429,27.5,27.5,397.5,431.5,1551
67438,71.92,174.57999999999998,391.5,391.5,1384
67448,214.02,214.02,394.4,381.06,50
67448,54.519999999999996,65.53999999999999,302.76,274.34000000000003,1069
67448,30.740000000000002,30.740000000000002,279.56,256.94,1050
67452,224.65625,224.65625,435.09375,452.15625,1154
67453,50.5,50.5,769.5,473.49999999999994,3115
67459,38.59625,38.59625,325.3125,303.25624999999997,1069
67459,60.65125,60.65125,386.46375,386.46375,1078
67459,6.5,6.5,358.5,395.5,1026
67460,4.5112499999999995,4.5112499999999995,338.34499999999997,302.25375,1069
67460,40.602500000000006,12.53125,363.40625,363.40625,1078
67460,9.5,9.5,390.5,388.5,1026
67466,84.11458496093749,82.95458496093751,215.1945849609375,215.1945849609375,1065
67466,42.3545849609375,42.3545849609375,370.01911376953126,138.6345849609375,1198
67466,243.99644897460936,279.1851806640625,398.27644897460937,410.2651806640625,1092
67466,169.15800537109376,192.62853515625,226.26853515625,226.26853515625,2099
67466,122.38,118.89999999999999,408.32,285.94,1482
